part_id,order_id,part_name_id,quantity,order_date,order_time,unit_price,total_price,part_size,part_category,warehouse_id,supplier_name,part_name
403,49,chain_feed_l,2,2023-01-23,05:05:22,204.14,408.28,S,Feeding System,WH01,HarvestTech Ltd,Feed Chain Assembly
404,102,bearing_axle_m,6,2023-04-28,22:56:54,1407.92,8447.52,S,Chassis,WH03,FieldMachinery Inc,Axle Bearing
405,39,engine_filter_m,2,2023-04-21,07:11:59,1356.18,2712.36,M,Engine Components,WH01,AgriParts Co,Engine Oil Filter
406,170,hyd_pump_l,1,2023-06-02,16:47:03,99.69,99.69,L,Hydraulic System,WH02,GreenAgro Supplies,Hydraulic Pump Large
407,255,engine_filter_m,7,2023-04-08,15:32:03,279.89,1959.23,S,Engine Components,WH01,FieldMachinery Inc,Engine Oil Filter
408,144,chain_feed_l,3,2023-07-15,01:15:41,930.81,2792.43,L,Feeding System,WH01,FieldMachinery Inc,Feed Chain Assembly
409,256,bearing_axle_m,9,2023-02-18,17:26:27,114.94,1034.46,M,Chassis,WH02,HarvestTech Ltd,Axle Bearing
410,215,gearbox_hd_l,9,2023-11-29,09:04:16,955.36,8598.24,L,Transmission,WH01,GreenAgro Supplies,Heavy Duty Gearbox
411,366,sensor_temp_s,8,2023-02-07,19:49:31,1177.62,9420.96,M,Electrical,WH03,FieldMachinery Inc,Temperature Sensor
412,199,belt_drive_m,3,2023-12-04,00:56:56,495.34,1486.02,S,Transmission,WH01,FieldMachinery Inc,Drive Belt Medium
413,30,chain_feed_l,9,2023-10-29,13:00:49,1156.09,10404.81,S,Feeding System,WH01,AgriParts Co,Feed Chain Assembly
414,127,gearbox_hd_l,5,2023-07-24,19:25:51,1229.02,6145.1,L,Transmission,WH01,HarvestTech Ltd,Heavy Duty Gearbox
415,295,bearing_axle_m,6,2023-07-28,06:19:28,284.75,1708.5,L,Chassis,WH02,FieldMachinery Inc,Axle Bearing
416,303,engine_filter_m,6,2023-01-02,20:40:03,856.32,5137.92,L,Engine Components,WH01,GreenAgro Supplies,Engine Oil Filter
417,278,belt_drive_m,3,2023-03-13,17:51:22,81.0,243.0,S,Transmission,WH01,HarvestTech Ltd,Drive Belt Medium
418,11,radiator_cool_m,8,2023-02-14,00:01:29,514.31,4114.48,L,Cooling System,WH01,HarvestTech Ltd,Radiator Cooling Unit
419,175,blade_std_s,6,2023-03-20,02:10:06,57.32,343.92,L,Cutting System,WH03,HarvestTech Ltd,Standard Cutting Blade
420,397,hyd_pump_l,9,2023-03-10,13:17:06,1441.82,12976.38,M,Hydraulic System,WH03,GreenAgro Supplies,Hydraulic Pump Large
421,301,hyd_pump_l,6,2023-03-26,10:59:12,500.84,3005.04,S,Hydraulic System,WH03,GreenAgro Supplies,Hydraulic Pump Large
422,328,chain_feed_l,6,2023-03-22,06:20:33,1068.09,6408.54,L,Feeding System,WH03,FieldMachinery Inc,Feed Chain Assembly
423,115,starter_motor_s,3,2023-11-26,13:46:35,477.56,1432.68,L,Electrical,WH02,HarvestTech Ltd,Starter Motor
424,91,engine_filter_m,10,2023-03-25,14:15:27,1279.87,12798.7,L,Engine Components,WH01,HarvestTech Ltd,Engine Oil Filter
425,309,sensor_temp_s,10,2023-12-23,08:02:33,968.48,9684.8,S,Electrical,WH02,HarvestTech Ltd,Temperature Sensor
426,170,hyd_pump_l,4,2023-06-02,12:37:37,1474.01,5896.04,S,Hydraulic System,WH03,AgriParts Co,Hydraulic Pump Large
427,363,sensor_temp_s,8,2023-06-03,00:24:53,416.19,3329.52,S,Electrical,WH03,AgriParts Co,Temperature Sensor
428,180,belt_drive_m,2,2023-01-01,00:02:47,96.02,192.04,M,Transmission,WH03,GreenAgro Supplies,Drive Belt Medium
429,86,bearing_axle_m,8,2023-11-08,13:47:18,543.07,4344.56,M,Chassis,WH01,GreenAgro Supplies,Axle Bearing
430,296,gearbox_hd_l,3,2023-09-06,16:25:51,133.72,401.16,S,Transmission,WH02,AgriParts Co,Heavy Duty Gearbox
431,164,belt_drive_m,2,2023-05-15,02:42:05,529.17,1058.34,M,Transmission,WH01,AgriParts Co,Drive Belt Medium
432,281,hyd_pump_l,6,2023-05-23,21:37:40,1478.28,8869.68,M,Hydraulic System,WH03,AgriParts Co,Hydraulic Pump Large
433,221,blade_std_s,10,2023-05-07,15:48:31,256.73,2567.3,S,Cutting System,WH02,HarvestTech Ltd,Standard Cutting Blade
434,98,bearing_axle_m,9,2023-04-23,19:39:55,416.27,3746.43,M,Chassis,WH02,HarvestTech Ltd,Axle Bearing
435,50,engine_filter_m,7,2023-08-24,20:49:03,835.75,5850.25,M,Engine Components,WH01,AgriParts Co,Engine Oil Filter
436,185,engine_filter_m,7,2023-02-27,03:11:25,459.46,3216.22,L,Engine Components,WH03,GreenAgro Supplies,Engine Oil Filter
437,103,hyd_pump_l,1,2023-01-17,07:32:05,276.98,276.98,M,Hydraulic System,WH01,GreenAgro Supplies,Hydraulic Pump Large
438,60,belt_drive_m,7,2023-10-23,17:08:47,746.42,5224.94,L,Transmission,WH02,AgriParts Co,Drive Belt Medium
439,329,radiator_cool_m,7,2023-01-30,06:43:52,572.26,4005.82,M,Cooling System,WH02,HarvestTech Ltd,Radiator Cooling Unit
440,229,engine_filter_m,5,2023-10-29,16:00:37,710.96,3554.8,S,Engine Components,WH02,AgriParts Co,Engine Oil Filter
441,78,hyd_pump_l,2,2023-07-01,12:31:01,1217.07,2434.14,M,Hydraulic System,WH03,HarvestTech Ltd,Hydraulic Pump Large
442,284,engine_filter_m,7,2023-02-08,19:01:35,642.48,4497.36,L,Engine Components,WH03,GreenAgro Supplies,Engine Oil Filter
443,294,gearbox_hd_l,8,2023-03-27,10:52:51,141.46,1131.68,L,Transmission,WH01,HarvestTech Ltd,Heavy Duty Gearbox
444,62,chain_feed_l,3,2023-12-27,06:05:10,1458.94,4376.82,S,Feeding System,WH01,AgriParts Co,Feed Chain Assembly
445,217,hyd_pump_l,7,2023-08-13,07:21:05,1495.97,10471.79,L,Hydraulic System,WH01,FieldMachinery Inc,Hydraulic Pump Large
446,164,hyd_pump_l,2,2023-05-15,14:07:48,845.64,1691.28,L,Hydraulic System,WH02,FieldMachinery Inc,Hydraulic Pump Large
447,267,chain_feed_l,1,2023-11-27,22:41:05,891.67,891.67,M,Feeding System,WH01,GreenAgro Supplies,Feed Chain Assembly
448,77,blade_std_s,10,2023-07-09,21:24:21,884.45,8844.5,S,Cutting System,WH01,AgriParts Co,Standard Cutting Blade
449,147,radiator_cool_m,6,2023-09-28,14:57:36,414.6,2487.6,L,Cooling System,WH02,GreenAgro Supplies,Radiator Cooling Unit
450,20,blade_std_s,5,2023-11-05,14:40:18,237.18,1185.9,L,Cutting System,WH03,GreenAgro Supplies,Standard Cutting Blade
451,20,bearing_axle_m,6,2023-11-05,08:38:59,97.7,586.2,M,Chassis,WH02,FieldMachinery Inc,Axle Bearing
452,11,sensor_temp_s,5,2023-02-14,11:19:16,438.51,2192.55,M,Electrical,WH03,AgriParts Co,Temperature Sensor
453,117,blade_std_s,5,2023-03-15,16:07:59,1166.7,5833.5,M,Cutting System,WH02,GreenAgro Supplies,Standard Cutting Blade
454,310,hyd_pump_l,4,2023-10-12,16:04:56,336.8,1347.2,M,Hydraulic System,WH03,GreenAgro Supplies,Hydraulic Pump Large
455,389,radiator_cool_m,6,2023-12-01,02:02:47,785.02,4710.12,S,Cooling System,WH01,FieldMachinery Inc,Radiator Cooling Unit
456,364,radiator_cool_m,7,2023-08-23,04:56:19,1176.26,8233.82,L,Cooling System,WH03,AgriParts Co,Radiator Cooling Unit
457,89,gearbox_hd_l,4,2023-10-01,02:05:53,393.0,1572.0,M,Transmission,WH01,FieldMachinery Inc,Heavy Duty Gearbox
458,361,gearbox_hd_l,5,2023-12-10,13:24:40,1239.67,6198.35,L,Transmission,WH02,AgriParts Co,Heavy Duty Gearbox
459,349,engine_filter_m,4,2023-10-26,13:33:39,745.96,2983.84,M,Engine Components,WH01,GreenAgro Supplies,Engine Oil Filter
460,301,radiator_cool_m,6,2023-03-26,12:32:01,266.18,1597.08,M,Cooling System,WH03,AgriParts Co,Radiator Cooling Unit
461,146,engine_filter_m,7,2023-08-28,01:48:27,265.29,1857.03,L,Engine Components,WH01,HarvestTech Ltd,Engine Oil Filter
462,332,gearbox_hd_l,4,2023-04-06,09:47:49,986.09,3944.36,L,Transmission,WH01,AgriParts Co,Heavy Duty Gearbox
463,243,blade_std_s,3,2023-05-23,21:53:12,1206.28,3618.84,S,Cutting System,WH02,FieldMachinery Inc,Standard Cutting Blade
464,365,belt_drive_m,7,2023-06-11,13:42:25,1281.09,8967.63,M,Transmission,WH02,HarvestTech Ltd,Drive Belt Medium
465,239,belt_drive_m,9,2023-06-19,22:42:17,610.8,5497.2,S,Transmission,WH01,FieldMachinery Inc,Drive Belt Medium
466,288,starter_motor_s,10,2023-01-26,10:17:31,465.25,4652.5,S,Electrical,WH02,AgriParts Co,Starter Motor
467,173,belt_drive_m,6,2023-11-08,10:04:51,410.19,2461.14,L,Transmission,WH03,FieldMachinery Inc,Drive Belt Medium
468,97,blade_std_s,9,2023-10-13,08:44:56,1352.04,12168.36,L,Cutting System,WH02,FieldMachinery Inc,Standard Cutting Blade
469,349,blade_std_s,1,2023-10-26,23:51:44,758.62,758.62,M,Cutting System,WH02,GreenAgro Supplies,Standard Cutting Blade
470,208,bearing_axle_m,1,2023-10-04,21:13:38,1069.4,1069.4,L,Chassis,WH01,FieldMachinery Inc,Axle Bearing
471,372,gearbox_hd_l,9,2023-02-07,23:14:25,1182.72,10644.48,L,Transmission,WH02,FieldMachinery Inc,Heavy Duty Gearbox
472,88,radiator_cool_m,3,2023-03-29,10:41:46,168.96,506.88,S,Cooling System,WH03,FieldMachinery Inc,Radiator Cooling Unit
473,372,radiator_cool_m,3,2023-02-07,12:13:12,990.29,2970.87,S,Cooling System,WH02,HarvestTech Ltd,Radiator Cooling Unit
474,382,belt_drive_m,7,2023-05-26,12:03:46,573.23,4012.61,L,Transmission,WH02,GreenAgro Supplies,Drive Belt Medium
475,61,chain_feed_l,1,2023-04-09,23:05:51,885.77,885.77,L,Feeding System,WH01,GreenAgro Supplies,Feed Chain Assembly
476,100,radiator_cool_m,2,2023-06-16,13:53:46,806.51,1613.02,M,Cooling System,WH01,HarvestTech Ltd,Radiator Cooling Unit
477,71,gearbox_hd_l,6,2023-07-14,14:53:53,1481.11,8886.66,M,Transmission,WH01,FieldMachinery Inc,Heavy Duty Gearbox
478,367,blade_std_s,2,2023-01-05,17:45:08,515.63,1031.26,S,Cutting System,WH02,AgriParts Co,Standard Cutting Blade
479,3,chain_feed_l,5,2023-01-13,07:37:24,1147.76,5738.8,S,Feeding System,WH03,HarvestTech Ltd,Feed Chain Assembly
480,251,hyd_pump_l,3,2023-08-31,22:22:21,664.72,1994.16,M,Hydraulic System,WH02,GreenAgro Supplies,Hydraulic Pump Large
481,245,bearing_axle_m,1,2023-09-06,01:22:24,812.33,812.33,L,Chassis,WH02,AgriParts Co,Axle Bearing
482,165,radiator_cool_m,4,2023-09-14,00:39:08,1023.2,4092.8,L,Cooling System,WH03,HarvestTech Ltd,Radiator Cooling Unit
483,116,sensor_temp_s,5,2023-08-23,04:41:39,176.49,882.45,L,Electrical,WH03,FieldMachinery Inc,Temperature Sensor
484,86,hyd_pump_l,1,2023-11-08,10:51:25,1423.98,1423.98,M,Hydraulic System,WH03,FieldMachinery Inc,Hydraulic Pump Large
485,223,blade_std_s,6,2023-02-02,17:50:48,554.9,3329.4,S,Cutting System,WH01,GreenAgro Supplies,Standard Cutting Blade
486,10,gearbox_hd_l,4,2023-10-07,04:46:37,336.51,1346.04,S,Transmission,WH03,HarvestTech Ltd,Heavy Duty Gearbox
487,64,sensor_temp_s,1,2023-01-24,13:39:37,1317.9,1317.9,M,Electrical,WH03,AgriParts Co,Temperature Sensor
488,305,engine_filter_m,2,2023-05-16,23:47:44,1258.28,2516.56,S,Engine Components,WH03,AgriParts Co,Engine Oil Filter
489,214,chain_feed_l,7,2023-12-10,04:29:59,832.24,5825.68,M,Feeding System,WH03,HarvestTech Ltd,Feed Chain Assembly
490,106,engine_filter_m,5,2023-05-18,15:19:24,1000.96,5004.8,L,Engine Components,WH03,FieldMachinery Inc,Engine Oil Filter
491,319,starter_motor_s,3,2023-10-05,15:14:56,1250.21,3750.63,S,Electrical,WH03,AgriParts Co,Starter Motor
492,145,hyd_pump_l,2,2023-11-02,18:07:19,318.0,636.0,S,Hydraulic System,WH02,HarvestTech Ltd,Hydraulic Pump Large
493,184,bearing_axle_m,5,2023-01-10,05:50:20,83.12,415.6,M,Chassis,WH01,GreenAgro Supplies,Axle Bearing
494,170,gearbox_hd_l,1,2023-06-02,00:27:51,1015.66,1015.66,S,Transmission,WH03,GreenAgro Supplies,Heavy Duty Gearbox
495,77,hyd_pump_l,9,2023-07-09,02:43:56,1092.26,9830.34,S,Hydraulic System,WH02,HarvestTech Ltd,Hydraulic Pump Large
496,234,belt_drive_m,5,2023-11-20,16:54:13,98.87,494.35,S,Transmission,WH01,FieldMachinery Inc,Drive Belt Medium
497,185,sensor_temp_s,7,2023-02-27,04:13:11,165.12,1155.84,S,Electrical,WH01,HarvestTech Ltd,Temperature Sensor
498,340,blade_std_s,6,2023-10-19,13:01:01,1344.43,8066.58,L,Cutting System,WH02,AgriParts Co,Standard Cutting Blade
499,191,sensor_temp_s,3,2023-10-18,04:08:40,616.15,1848.45,M,Electrical,WH02,GreenAgro Supplies,Temperature Sensor
500,354,chain_feed_l,7,2023-04-15,23:37:25,1332.03,9324.21,S,Feeding System,WH01,HarvestTech Ltd,Feed Chain Assembly
501,357,engine_filter_m,3,2023-05-03,03:46:33,638.64,1915.92,L,Engine Components,WH02,GreenAgro Supplies,Engine Oil Filter
502,93,starter_motor_s,7,2023-07-14,13:03:22,926.75,6487.25,L,Electrical,WH03,HarvestTech Ltd,Starter Motor
503,248,chain_feed_l,2,2023-03-09,14:58:27,675.01,1350.02,S,Feeding System,WH02,FieldMachinery Inc,Feed Chain Assembly
504,7,radiator_cool_m,10,2023-03-13,20:34:17,355.38,3553.8,L,Cooling System,WH02,AgriParts Co,Radiator Cooling Unit
505,222,gearbox_hd_l,8,2023-04-26,12:35:18,1003.97,8031.76,L,Transmission,WH02,HarvestTech Ltd,Heavy Duty Gearbox
506,286,starter_motor_s,1,2023-10-09,00:25:26,974.01,974.01,S,Electrical,WH03,GreenAgro Supplies,Starter Motor
507,254,blade_std_s,2,2023-07-28,17:54:01,497.93,995.86,M,Cutting System,WH02,AgriParts Co,Standard Cutting Blade
508,260,gearbox_hd_l,9,2023-07-01,23:25:20,583.49,5251.41,S,Transmission,WH01,GreenAgro Supplies,Heavy Duty Gearbox
509,228,starter_motor_s,8,2023-04-28,03:12:16,1288.47,10307.76,M,Electrical,WH02,AgriParts Co,Starter Motor
510,255,engine_filter_m,2,2023-04-08,14:41:19,633.2,1266.4,L,Engine Components,WH03,AgriParts Co,Engine Oil Filter
511,47,starter_motor_s,10,2023-11-06,23:12:43,474.28,4742.8,L,Electrical,WH03,HarvestTech Ltd,Starter Motor
512,336,chain_feed_l,6,2023-12-12,13:13:44,1242.33,7453.98,S,Feeding System,WH02,FieldMachinery Inc,Feed Chain Assembly
513,287,starter_motor_s,10,2023-02-20,17:13:34,1082.07,10820.7,M,Electrical,WH03,GreenAgro Supplies,Starter Motor
514,59,hyd_pump_l,4,2023-07-05,00:04:47,528.5,2114.0,L,Hydraulic System,WH02,FieldMachinery Inc,Hydraulic Pump Large
515,360,hyd_pump_l,1,2023-03-09,05:58:36,751.32,751.32,L,Hydraulic System,WH03,GreenAgro Supplies,Hydraulic Pump Large
516,55,belt_drive_m,10,2023-10-10,07:07:59,301.63,3016.3,M,Transmission,WH01,GreenAgro Supplies,Drive Belt Medium
517,98,sensor_temp_s,2,2023-04-23,15:05:25,93.59,187.18,L,Electrical,WH03,AgriParts Co,Temperature Sensor
518,396,chain_feed_l,8,2023-02-23,23:58:25,894.24,7153.92,L,Feeding System,WH01,GreenAgro Supplies,Feed Chain Assembly
519,3,radiator_cool_m,1,2023-01-13,20:08:32,1404.58,1404.58,L,Cooling System,WH02,HarvestTech Ltd,Radiator Cooling Unit
520,355,starter_motor_s,3,2023-12-09,04:40:27,177.74,533.22,L,Electrical,WH03,FieldMachinery Inc,Starter Motor
521,259,bearing_axle_m,7,2023-08-09,22:10:22,1375.97,9631.79,S,Chassis,WH02,GreenAgro Supplies,Axle Bearing
522,176,belt_drive_m,8,2023-07-11,04:51:21,228.82,1830.56,L,Transmission,WH03,FieldMachinery Inc,Drive Belt Medium
523,360,radiator_cool_m,6,2023-03-09,20:09:19,958.06,5748.36,S,Cooling System,WH01,FieldMachinery Inc,Radiator Cooling Unit
524,352,sensor_temp_s,3,2023-06-11,23:40:08,1463.39,4390.17,S,Electrical,WH03,FieldMachinery Inc,Temperature Sensor
525,364,hyd_pump_l,6,2023-08-23,20:28:19,733.55,4401.3,L,Hydraulic System,WH03,GreenAgro Supplies,Hydraulic Pump Large
526,346,radiator_cool_m,5,2023-02-11,15:22:43,1217.25,6086.25,L,Cooling System,WH01,AgriParts Co,Radiator Cooling Unit
527,196,blade_std_s,1,2023-09-30,02:03:39,319.86,319.86,S,Cutting System,WH02,FieldMachinery Inc,Standard Cutting Blade
528,75,engine_filter_m,5,2023-07-06,07:25:38,1136.55,5682.75,S,Engine Components,WH02,GreenAgro Supplies,Engine Oil Filter
529,53,starter_motor_s,9,2023-07-13,08:10:00,1120.06,10080.54,L,Electrical,WH02,HarvestTech Ltd,Starter Motor
530,262,belt_drive_m,1,2023-07-30,13:53:34,596.64,596.64,L,Transmission,WH02,AgriParts Co,Drive Belt Medium
531,7,belt_drive_m,4,2023-03-13,22:35:38,1306.55,5226.2,M,Transmission,WH01,FieldMachinery Inc,Drive Belt Medium
532,387,starter_motor_s,9,2023-06-04,21:58:07,314.79,2833.11,L,Electrical,WH01,FieldMachinery Inc,Starter Motor
533,230,blade_std_s,2,2023-04-23,06:48:27,1444.65,2889.3,L,Cutting System,WH03,AgriParts Co,Standard Cutting Blade
534,194,engine_filter_m,7,2023-09-06,10:09:43,845.98,5921.86,S,Engine Components,WH01,FieldMachinery Inc,Engine Oil Filter
535,3,sensor_temp_s,8,2023-01-13,05:38:10,83.91,671.28,M,Electrical,WH03,AgriParts Co,Temperature Sensor
536,397,starter_motor_s,5,2023-03-10,17:51:37,1190.11,5950.55,L,Electrical,WH02,AgriParts Co,Starter Motor
537,363,sensor_temp_s,9,2023-06-03,08:00:30,1436.56,12929.04,L,Electrical,WH01,HarvestTech Ltd,Temperature Sensor
538,213,radiator_cool_m,9,2023-07-24,14:41:16,160.62,1445.58,S,Cooling System,WH01,FieldMachinery Inc,Radiator Cooling Unit
539,170,sensor_temp_s,5,2023-06-02,07:57:12,1426.7,7133.5,L,Electrical,WH03,GreenAgro Supplies,Temperature Sensor
540,288,engine_filter_m,2,2023-01-26,12:35:51,682.36,1364.72,L,Engine Components,WH03,HarvestTech Ltd,Engine Oil Filter
541,21,sensor_temp_s,7,2023-01-14,04:07:40,594.17,4159.19,L,Electrical,WH03,FieldMachinery Inc,Temperature Sensor
542,13,radiator_cool_m,6,2023-08-05,18:43:31,1209.15,7254.9,M,Cooling System,WH02,AgriParts Co,Radiator Cooling Unit
543,152,gearbox_hd_l,6,2023-02-28,18:42:37,146.46,878.76,S,Transmission,WH01,AgriParts Co,Heavy Duty Gearbox
544,321,hyd_pump_l,4,2023-06-10,22:55:11,1166.03,4664.12,L,Hydraulic System,WH02,AgriParts Co,Hydraulic Pump Large
545,106,radiator_cool_m,7,2023-05-18,23:32:26,1229.71,8607.97,S,Cooling System,WH03,HarvestTech Ltd,Radiator Cooling Unit
546,13,chain_feed_l,6,2023-08-05,01:22:45,154.09,924.54,S,Feeding System,WH01,FieldMachinery Inc,Feed Chain Assembly
547,286,hyd_pump_l,10,2023-10-09,08:17:17,1368.71,13687.1,M,Hydraulic System,WH02,GreenAgro Supplies,Hydraulic Pump Large
548,323,bearing_axle_m,7,2023-01-26,11:31:11,49.91,349.37,L,Chassis,WH01,AgriParts Co,Axle Bearing
549,329,starter_motor_s,2,2023-01-30,21:19:16,92.14,184.28,S,Electrical,WH02,AgriParts Co,Starter Motor
550,149,belt_drive_m,10,2023-10-11,03:08:58,440.24,4402.4,M,Transmission,WH02,GreenAgro Supplies,Drive Belt Medium
551,339,engine_filter_m,8,2023-03-03,05:41:29,811.86,6494.88,S,Engine Components,WH03,GreenAgro Supplies,Engine Oil Filter
552,280,belt_drive_m,3,2023-04-04,10:51:06,1024.0,3072.0,L,Transmission,WH03,FieldMachinery Inc,Drive Belt Medium
553,6,radiator_cool_m,9,2023-04-25,05:08:50,206.77,1860.93,S,Cooling System,WH03,GreenAgro Supplies,Radiator Cooling Unit
554,276,radiator_cool_m,2,2023-10-02,11:05:36,334.83,669.66,L,Cooling System,WH03,FieldMachinery Inc,Radiator Cooling Unit
555,109,bearing_axle_m,9,2023-10-18,05:11:11,262.41,2361.69,S,Chassis,WH03,FieldMachinery Inc,Axle Bearing
556,100,hyd_pump_l,3,2023-06-16,20:39:16,1282.07,3846.21,L,Hydraulic System,WH02,AgriParts Co,Hydraulic Pump Large
557,149,hyd_pump_l,5,2023-10-11,03:34:31,316.19,1580.95,L,Hydraulic System,WH02,FieldMachinery Inc,Hydraulic Pump Large
558,183,blade_std_s,4,2023-09-08,03:38:33,445.58,1782.32,S,Cutting System,WH01,FieldMachinery Inc,Standard Cutting Blade
559,249,chain_feed_l,6,2023-10-20,22:26:25,997.65,5985.9,L,Feeding System,WH03,HarvestTech Ltd,Feed Chain Assembly
560,290,starter_motor_s,6,2023-10-04,11:31:02,1439.02,8634.12,S,Electrical,WH01,FieldMachinery Inc,Starter Motor
561,127,gearbox_hd_l,7,2023-07-24,10:04:24,1264.16,8849.12,S,Transmission,WH03,FieldMachinery Inc,Heavy Duty Gearbox
562,246,chain_feed_l,8,2023-04-20,13:03:40,1167.78,9342.24,M,Feeding System,WH03,AgriParts Co,Feed Chain Assembly
563,90,starter_motor_s,2,2023-05-06,10:13:00,1291.6,2583.2,S,Electrical,WH03,HarvestTech Ltd,Starter Motor
564,135,hyd_pump_l,2,2023-02-26,00:40:41,1278.14,2556.28,L,Hydraulic System,WH01,GreenAgro Supplies,Hydraulic Pump Large
565,394,starter_motor_s,4,2023-06-03,01:20:04,838.6,3354.4,L,Electrical,WH03,GreenAgro Supplies,Starter Motor
566,335,blade_std_s,6,2023-02-04,14:17:25,354.38,2126.28,L,Cutting System,WH03,FieldMachinery Inc,Standard Cutting Blade
567,69,chain_feed_l,9,2023-04-30,18:35:00,158.57,1427.13,M,Feeding System,WH03,AgriParts Co,Feed Chain Assembly
568,340,gearbox_hd_l,10,2023-10-19,06:02:17,1141.88,11418.8,S,Transmission,WH02,HarvestTech Ltd,Heavy Duty Gearbox
569,92,starter_motor_s,10,2023-08-25,05:19:22,1110.48,11104.8,M,Electrical,WH02,AgriParts Co,Starter Motor
570,113,chain_feed_l,4,2023-09-13,02:17:19,414.93,1659.72,S,Feeding System,WH01,HarvestTech Ltd,Feed Chain Assembly
571,266,sensor_temp_s,7,2023-12-01,17:06:01,1378.91,9652.37,S,Electrical,WH01,FieldMachinery Inc,Temperature Sensor
572,53,radiator_cool_m,5,2023-07-13,09:35:13,878.48,4392.4,L,Cooling System,WH01,GreenAgro Supplies,Radiator Cooling Unit
573,335,bearing_axle_m,6,2023-02-04,21:23:48,988.67,5932.02,S,Chassis,WH03,FieldMachinery Inc,Axle Bearing
574,193,gearbox_hd_l,9,2023-02-13,14:46:34,545.52,4909.68,M,Transmission,WH02,GreenAgro Supplies,Heavy Duty Gearbox
575,310,engine_filter_m,9,2023-10-12,05:03:34,673.85,6064.65,S,Engine Components,WH01,FieldMachinery Inc,Engine Oil Filter
576,109,blade_std_s,3,2023-10-18,05:43:45,559.28,1677.84,L,Cutting System,WH01,HarvestTech Ltd,Standard Cutting Blade
577,213,sensor_temp_s,2,2023-07-24,17:31:53,1020.96,2041.92,M,Electrical,WH01,HarvestTech Ltd,Temperature Sensor
578,332,bearing_axle_m,1,2023-04-06,08:52:18,88.64,88.64,L,Chassis,WH03,HarvestTech Ltd,Axle Bearing
579,69,radiator_cool_m,1,2023-04-30,20:50:08,241.63,241.63,S,Cooling System,WH02,HarvestTech Ltd,Radiator Cooling Unit
580,265,bearing_axle_m,10,2023-12-11,20:31:12,965.49,9654.9,L,Chassis,WH03,FieldMachinery Inc,Axle Bearing
581,44,gearbox_hd_l,8,2023-02-19,22:04:58,1489.34,11914.72,M,Transmission,WH01,HarvestTech Ltd,Heavy Duty Gearbox
582,211,starter_motor_s,3,2024-01-01,21:12:48,1235.17,3705.51,S,Electrical,WH03,FieldMachinery Inc,Starter Motor
583,86,sensor_temp_s,8,2023-11-08,21:43:08,896.13,7169.04,S,Electrical,WH02,GreenAgro Supplies,Temperature Sensor
584,68,hyd_pump_l,1,2023-02-10,07:22:02,796.0,796.0,L,Hydraulic System,WH03,GreenAgro Supplies,Hydraulic Pump Large
585,77,starter_motor_s,2,2023-07-09,06:27:35,726.91,1453.82,L,Electrical,WH03,AgriParts Co,Starter Motor
586,273,radiator_cool_m,2,2023-05-08,03:23:34,736.31,1472.62,S,Cooling System,WH03,AgriParts Co,Radiator Cooling Unit
587,397,bearing_axle_m,9,2023-03-10,15:18:59,571.31,5141.79,S,Chassis,WH03,GreenAgro Supplies,Axle Bearing
588,118,chain_feed_l,7,2023-05-16,12:45:43,893.85,6256.95,L,Feeding System,WH03,AgriParts Co,Feed Chain Assembly
589,218,blade_std_s,5,2023-09-22,17:22:19,1154.64,5773.2,S,Cutting System,WH02,GreenAgro Supplies,Standard Cutting Blade
590,132,gearbox_hd_l,1,2023-09-10,00:15:32,877.53,877.53,S,Transmission,WH03,AgriParts Co,Heavy Duty Gearbox
591,193,gearbox_hd_l,6,2023-02-13,14:53:08,559.35,3356.1,S,Transmission,WH02,FieldMachinery Inc,Heavy Duty Gearbox
592,134,radiator_cool_m,7,2023-01-25,20:33:32,564.33,3950.31,M,Cooling System,WH03,GreenAgro Supplies,Radiator Cooling Unit
593,387,gearbox_hd_l,7,2023-06-04,20:06:05,1181.09,8267.63,M,Transmission,WH01,FieldMachinery Inc,Heavy Duty Gearbox
594,287,radiator_cool_m,8,2023-02-20,09:14:23,1483.05,11864.4,L,Cooling System,WH02,GreenAgro Supplies,Radiator Cooling Unit
595,377,blade_std_s,2,2023-03-09,08:21:56,683.73,1367.46,L,Cutting System,WH01,AgriParts Co,Standard Cutting Blade
596,110,radiator_cool_m,7,2023-06-11,12:19:19,1206.26,8443.82,L,Cooling System,WH03,AgriParts Co,Radiator Cooling Unit
597,83,bearing_axle_m,1,2023-12-16,03:18:59,1239.3,1239.3,M,Chassis,WH03,GreenAgro Supplies,Axle Bearing
598,46,hyd_pump_l,5,2023-06-26,08:04:27,571.98,2859.9,L,Hydraulic System,WH01,GreenAgro Supplies,Hydraulic Pump Large
599,206,starter_motor_s,9,2023-08-05,10:25:48,1074.62,9671.58,L,Electrical,WH01,HarvestTech Ltd,Starter Motor
600,328,chain_feed_l,8,2023-03-22,00:23:23,322.52,2580.16,L,Feeding System,WH03,FieldMachinery Inc,Feed Chain Assembly
601,100,engine_filter_m,10,2023-06-16,18:35:18,785.83,7858.3,S,Engine Components,WH03,HarvestTech Ltd,Engine Oil Filter
602,346,engine_filter_m,6,2023-02-11,08:42:39,991.15,5946.9,S,Engine Components,WH01,FieldMachinery Inc,Engine Oil Filter
603,400,bearing_axle_m,6,2023-02-24,14:23:12,623.04,3738.24,S,Chassis,WH03,AgriParts Co,Axle Bearing
